Date,Symbol,Price,% change,Roc 10days,Rsi 14,Sma 8,Scanner_Source,D change,M change,Rsi weekly,Mcap,Change,Dpower,Mpower,Sector
17th Sep'26 3:29:00,BLSE,314.5,0.303,-2.59,51.67,316.21,M Swing scan,,,,,,,,
17th Sep'26 3:29:00,GLENMARK,2416.0,0.249,-1.79,53.86,2424.16,M Swing scan,,,,,,,,
17th Sep'26 3:29:00,MAZDA,263.45,,0.823,59.36,263.02,RSI 5 SWING TRADE STRATEGY,4.98,4.62,62.67,,,,,
17th Sep'26 3:29:00,ASAHISONG,365.15,,-0.748,51.27,371.71,RSI 5 SWING TRADE STRATEGY,4.94,-3.59,67.26,,,,,
17th Sep'26 3:29:00,NAHARINDUS,133.47,,-0.291,53.84,133.03,RSI 5 SWING TRADE STRATEGY,4.85,-2.18,62.4,,,,,
17th Sep'26 3:29:00,ONWARDTEC,291.75,,2.53,57.02,285.01,RSI 5 SWING TRADE STRATEGY,4.72,0.69,56.39,,,,,
17th Sep'26 3:29:00,VIJAYA,1506.1,,1.69,56.95,1486.04,RSI 5 SWING TRADE STRATEGY,4.71,-0.81,68.23,,,,,
17th Sep'26 3:29:00,MANGLMCEM,1035.2,,-5.28,54.27,1033.8,RSI 5 SWING TRADE STRATEGY,4.69,-3.41,61.23,,,,,
17th Sep'26 3:29:00,KAMATHOTEL,219.45,,-5.71,54.61,221.58,RSI 5 SWING TRADE STRATEGY,4.56,-2.51,60.03,,,,,
17th Sep'26 3:29:00,BHEL,429.2,,0.398,53.82,423.81,RSI 5 SWING TRADE STRATEGY,4.53,-3.04,65.2,,,,,
17th Sep'26 3:29:00,KMEW,2828.1,,-4.18,51.34,2870.41,RSI 5 SWING TRADE STRATEGY,4.41,-3.29,69.72,,,,,
17th Sep'26 3:29:00,VISAKAIND,90.81,,3.38,51.0,90.76,RSI 5 SWING TRADE STRATEGY,4.2,2.58,62.0,,,,,
17th Sep'26 3:29:00,GEOJITFSL,80.12,,-3.19,50.0,79.54,RSI 5 SWING TRADE STRATEGY,4.19,-3.84,56.84,,,,,
17th Sep'26 3:29:00,AYMSYNTEX,281.95,,-9.78,51.8,292.9,RSI 5 SWING TRADE STRATEGY,4.12,0.535,60.79,,,,,
17th Sep'26 3:29:00,MTARTECH,7060.0,,2.74,50.6,7279.5,RSI 5 SWING TRADE STRATEGY,3.95,0.234,58.96,,,,,
17th Sep'26 3:29:00,ALEMBICLTD,102.72,,2.58,55.37,104.72,RSI 5 SWING TRADE STRATEGY,3.81,4.03,58.87,,,,,
17th Sep'26 3:29:00,KHAITANLTD,154.95,,-3.64,52.8,158.89,RSI 5 SWING TRADE STRATEGY,3.74,11.38,60.35,,,,,
17th Sep'26 3:29:00,MOLDTECH,194.15,,-4.07,51.08,205.93,RSI 5 SWING TRADE STRATEGY,3.72,-0.934,65.52,,,,,
17th Sep'26 3:29:00,NAZARA,362.55,,-0.943,53.76,366.14,RSI 5 SWING TRADE STRATEGY,3.25,-2.72,68.68,,,,,
17th Sep'26 3:29:00,INDGN,591.75,,-1.4,59.75,583.38,RSI 5 SWING TRADE STRATEGY,3.24,-3.25,64.72,,,,,
17th Sep'26 3:29:00,UNIPARTS,878.05,,-0.936,57.48,885.04,RSI 5 SWING TRADE STRATEGY,3.16,-1.72,78.23,,,,,
17th Sep'26 3:29:00,APCOTEXIND,599.4,,-4.65,47.16,602.67,RSI 5 SWING TRADE STRATEGY,3.15,-7.26,63.91,,,,,
17th Sep'26 3:29:00,GLAND,2907.8,,1.37,55.5,2932.36,RSI 5 SWING TRADE STRATEGY,2.87,0.762,72.12,,,,,
17th Sep'26 3:29:00,MOL,59.93,,-8.85,46.59,62.18,RSI 5 SWING TRADE STRATEGY,2.44,-6.27,54.52,,,,,
17th Sep'26 3:29:00,RKFORGE,705.45,,-2.84,49.35,706.12,RSI 5 SWING TRADE STRATEGY,2.42,-5.13,63.03,,,,,
17th Sep'26 3:29:00,AGI,733.75,,-2.09,48.38,755.13,RSI 5 SWING TRADE STRATEGY,2.29,-5.46,56.23,,,,,
17th Sep'26 3:29:00,PRECWIRE,449.25,,-7.01,49.82,458.95,RSI 5 SWING TRADE STRATEGY,2.2,-11.15,59.04,,,,,
17th Sep'26 3:29:00,SEAMECLTD,1738.5,,0.161,59.38,1759.17,RSI 5 SWING TRADE STRATEGY,2.17,3.8,66.21,,,,,
17th Sep'26 3:29:00,SHAHALLOYS,92.47,,-17.78,53.19,95.84,RSI 5 SWING TRADE STRATEGY,2.11,-14.13,64.2,,,,,
17th Sep'26 3:29:00,ANTHEM,927.4,,-0.76,56.39,937.02,RSI 5 SWING TRADE STRATEGY,2.09,3.85,70.26,,,,,
17th Sep'26 3:29:00,GFLLIMITED,55.7,,-5.3,51.22,57.68,RSI 5 SWING TRADE STRATEGY,1.92,2.82,57.61,,,,,
17th Sep'26 3:29:00,ADOR,1564.3,,-9.59,47.45,1596.79,RSI 5 SWING TRADE STRATEGY,1.83,-8.26,68.95,,,,,
17th Sep'26 3:29:00,CARTRADE,2938.0,,0.194,48.32,3043.34,RSI 5 SWING TRADE STRATEGY,1.83,-1.79,62.53,,,,,
17th Sep'26 3:29:00,DVL,278.8,,-2.4,50.61,285.93,RSI 5 SWING TRADE STRATEGY,1.31,2.13,59.4,,,,,
17th Sep'26 3:29:00,SONACOMS,777.9,,-0.607,46.3,789.86,RSI 5 SWING TRADE STRATEGY,1.29,-4.32,68.4,,,,,
17th Sep'26 3:29:00,MOTILALOFS,988.7,,-2.84,49.47,1016.13,RSI 5 SWING TRADE STRATEGY,1.25,-5.2,58.79,,,,,
17th Sep'26 3:29:00,20MICRONS,205.71,,-2.67,47.35,211.51,RSI 5 SWING TRADE STRATEGY,1.22,-5.65,54.82,,,,,
17th Sep'26 3:29:00,ENGINERSIN,263.75,,-4.65,53.64,269.65,RSI 5 SWING TRADE STRATEGY,1.19,0.718,60.31,,,,,
17th Sep'26 3:29:00,GULFPETRO,61.77,,-8.57,47.97,63.85,RSI 5 SWING TRADE STRATEGY,1.1,-8.65,69.91,,,,,
17th Sep'26 3:29:00,TBOTEK,1647.7,,-3.08,47.92,1675.91,RSI 5 SWING TRADE STRATEGY,0.999,-5.58,62.55,,,,,
17th Sep'26 3:29:00,ORIENTBELL,387.25,,-3.34,53.39,402.67,RSI 5 SWING TRADE STRATEGY,0.794,-0.807,63.09,,,,,
17th Sep'26 3:29:00,PETRONET,283.45,,-1.99,45.81,286.01,RSI 5 SWING TRADE STRATEGY,0.479,-5.71,51.44,,,,,
17th Sep'26 3:29:00,BHAGYANGR,,,,,,Turtle strategy,,,,smallcap,5.0,66.11,80.29,power & utilities
17th Sep'26 3:29:00,SYRMA,,,,,,Turtle strategy,,,,largecap,7.05,62.66,84.04,consumer discretionary
17th Sep'26 3:29:00,AXISCADES,,,,,,Turtle strategy,,,,midcap,9.96,61.88,64.34,aerospace & defence
17th Sep'26 3:29:00,GANDHAR,,,,,,Turtle strategy,,,,smallcap,4.04,61.19,63.52,energy
17th Sep'26 3:29:00,RAMRAT,,,,,,Turtle strategy,,,,smallcap,6.05,60.75,74.14,metals & mining
17th Sep'26 3:29:00,STEL,,,,,,Turtle strategy,,,,smallcap,4.96,60.61,65.81,financials
17th Sep'26 3:29:00,RPGLIFE,,,,,,Turtle strategy,,,,smallcap,3.12,59.79,64.6,healthcare
17th Sep'26 3:29:00,IGPL,,,,,,Turtle strategy,,,,smallcap,3.98,59.56,60.34,chemicals
17th Sep'26 3:29:00,SEAMECLTD,,,,,,Turtle strategy,,,,smallcap,2.17,59.38,68.44,miscellaneous
17th Sep'26 3:29:00,LUMAXTECH,,,,,,Turtle strategy,,,,midcap,3.92,58.68,70.08,auto
17th Sep'26 3:29:00,SHYAMMETL,,,,,,Turtle strategy,,,,largecap,2.77,58.04,66.29,metals & mining
17th Sep'26 3:29:00,APARINDS,,,,,,Turtle strategy,,,,largecap,4.25,57.99,74.05,industrials
17th Sep'26 3:29:00,VINCOFE,,,,,,Turtle strategy,,,,smallcap,5.2,57.82,60.84,consumer discretionary
17th Sep'26 3:29:00,SMSPHARMA,,,,,,Turtle strategy,,,,smallcap,2.68,57.76,66.5,healthcare
17th Sep'26 3:29:00,EMIL,,,,,,Turtle strategy,,,,midcap,2.29,57.68,61.31,consumer discretionary
17th Sep'26 3:29:00,SBCL,,,,,,Turtle strategy,,,,midcap,3.29,57.65,76.73,metals & mining
17th Sep'26 3:29:00,AUROPHARMA,,,,,,Turtle strategy,,,,largecap,2.86,57.52,71.73,healthcare
17th Sep'26 3:29:00,UNIPARTS,,,,,,Turtle strategy,,,,smallcap,3.16,57.48,76.35,industrials
17th Sep'26 3:29:00,VIJAYA,,,,,,Turtle strategy,,,,midcap,4.71,56.95,71.66,healthcare
17th Sep'26 3:29:00,LALPATHLAB,,,,,,Turtle strategy,,,,largecap,1.53,56.63,67.83,healthcare
17th Sep'26 3:29:00,ANTHEM,,,,,,Turtle strategy,,,,largecap,2.09,56.39,61.53,healthcare
17th Sep'26 3:29:00,CUB,,,,,,Turtle strategy,,,,largecap,2.02,56.18,66.55,bank
17th Sep'26 3:29:00,MCX,,,,,,Turtle strategy,,,,largecap,1.68,56.17,74.92,financials
17th Sep'26 3:29:00,OMAXE,,,,,,Turtle strategy,,,,smallcap,4.94,55.83,60.23,realty
17th Sep'26 3:29:00,CGCL,,,,,,Turtle strategy,,,,largecap,2.22,55.76,67.04,financials
17th Sep'26 3:29:00,STOVEKRAFT,,,,,,Turtle strategy,,,,smallcap,0.616,55.72,61.24,consumer discretionary
17th Sep'26 3:29:00,ALIVUS,,,,,,Turtle strategy,,,,midcap,1.25,55.62,71.59,healthcare
17th Sep'26 3:29:00,GLAND,,,,,,Turtle strategy,,,,largecap,2.87,55.5,70.95,healthcare
17th Sep'26 3:29:00,SAILIFE,,,,,,Turtle strategy,,,,largecap,0.429,55.48,81.86,healthcare
17th Sep'26 3:29:00,MBAPL,,,,,,Turtle strategy,,,,smallcap,2.55,55.06,86.83,chemicals
