Date,Symbol,Price,% change,Roc 10days,Rsi 14,Sma 8,Scanner_Source,D change,M change,Rsi weekly,Mcap,Change,Dpower,Mpower,Sector
3rd Sep'26 3:29:00,GOKULAGRO,234.91,,-3.6,50.03,242.1,RSI 5 SWING TRADE STRATEGY,0.307,-3.76,59.91,,,,,
3rd Sep'26 3:29:00,MANORAMA,,,,,,Turtle strategy,,,,midcap,8.45,66.21,71.74,fmcg
3rd Sep'26 3:29:00,APARINDS,,,,,,Turtle strategy,,,,largecap,5.3,60.77,73.9,industrials
3rd Sep'26 3:29:00,BALRAMCHIN,,,,,,Turtle strategy,,,,midcap,5.17,58.67,69.68,fmcg
3rd Sep'26 3:29:00,FINCABLES,,,,,,Turtle strategy,,,,midcap,6.86,58.28,60.55,industrials
3rd Sep'26 3:29:00,NETWEB,,,,,,Turtle strategy,,,,largecap,3.13,57.14,70.93,i.t
3rd Sep'26 3:29:00,SGIL,,,,,,Turtle strategy,,,,smallcap,2.23,56.96,67.41,industrials
3rd Sep'26 3:29:00,CARTRADE,,,,,,Turtle strategy,,,,midcap,2.04,56.73,66.75,consumer discretionary
3rd Sep'26 3:29:00,ASKAUTOLTD,,,,,,Turtle strategy,,,,midcap,1.34,56.55,67.8,auto
3rd Sep'26 3:29:00,JGCHEM,,,,,,Turtle strategy,,,,smallcap,1.89,56.28,68.05,chemicals
3rd Sep'26 3:29:00,RADICO,,,,,,Turtle strategy,,,,largecap,1.85,56.2,79.64,fmcg
3rd Sep'26 3:29:00,KANORICHEM,,,,,,Turtle strategy,,,,smallcap,0.601,55.84,66.82,chemicals
3rd Sep'26 3:29:00,GRASIM,,,,,,Turtle strategy,,,,largecap,0.458,55.46,66.48,textiles
3rd Sep'26 3:29:00,DYNAMATECH,,,,,,Turtle strategy,,,,midcap,0.936,55.32,65.41,aerospace & defence
3rd Sep'26 3:29:00,KANPRPLA,,,,,,Turtle strategy,,,,smallcap,1.2,55.32,65.91,industrials
3rd Sep'26 3:29:00,IIFL,,,,,,Turtle strategy,,,,largecap,1.6,55.02,62.99,financials
