Date,Symbol,Price,% change,Roc 10days,Rsi 14,Sma 8,Scanner_Source,D change,M change,Rsi weekly,Mcap,Change,Dpower,Mpower,Sector
16th Sep'26 3:29:00,TCPLPACK,3863.0,,0.072,52.48,3866.36,RSI 5 SWING TRADE STRATEGY,4.63,-1.15,64.09,,,,,
16th Sep'26 3:29:00,TMB,904.2,,-0.429,53.21,915.63,RSI 5 SWING TRADE STRATEGY,4.13,-3.05,68.83,,,,,
16th Sep'26 3:29:00,SBCL,1057.0,,0.868,53.89,1091.39,RSI 5 SWING TRADE STRATEGY,3.61,-1.22,71.71,,,,,
16th Sep'26 3:29:00,BEPL,124.92,,-1.76,50.22,128.22,RSI 5 SWING TRADE STRATEGY,3.5,3.16,66.31,,,,,
16th Sep'26 3:29:00,E2E,599.75,,-3.41,51.07,606.21,RSI 5 SWING TRADE STRATEGY,3.43,-3.07,68.23,,,,,
16th Sep'26 3:29:00,JGCHEM,582.9,,-6.93,49.09,593.1,RSI 5 SWING TRADE STRATEGY,3.23,-7.96,65.42,,,,,
16th Sep'26 3:29:00,APARINDS,17075.0,,-1.87,51.84,17337.38,RSI 5 SWING TRADE STRATEGY,3.17,-3.54,68.13,,,,,
16th Sep'26 3:29:00,AARTIPHARM,813.0,,-6.03,48.61,834.16,RSI 5 SWING TRADE STRATEGY,2.98,-3.83,58.24,,,,,
16th Sep'26 3:29:00,STOVEKRAFT,828.55,,-2.19,54.49,831.09,RSI 5 SWING TRADE STRATEGY,2.96,-2.43,69.28,,,,,
16th Sep'26 3:29:00,HONASA,469.3,,-0.887,49.04,470.05,RSI 5 SWING TRADE STRATEGY,2.64,-2.41,66.55,,,,,
16th Sep'26 3:29:00,JTLIND,84.6,,-3.83,51.14,87.98,RSI 5 SWING TRADE STRATEGY,2.58,-5.93,57.57,,,,,
16th Sep'26 3:29:00,MBAPL,159.82,,-0.597,49.37,161.66,RSI 5 SWING TRADE STRATEGY,2.57,-1.01,72.14,,,,,
16th Sep'26 3:29:00,KINGFA,5889.0,,-2.34,50.82,6031.38,RSI 5 SWING TRADE STRATEGY,2.35,-2.67,63.63,,,,,
16th Sep'26 3:29:00,MMFL,606.95,,-7.68,47.13,619.69,RSI 5 SWING TRADE STRATEGY,2.21,-6.64,63.5,,,,,
16th Sep'26 3:29:00,INDOBORAX,470.3,,-8.87,47.99,492.49,RSI 5 SWING TRADE STRATEGY,2.06,-7.5,63.24,,,,,
16th Sep'26 3:29:00,KDDL,3819.0,,-1.51,49.96,3891.2,RSI 5 SWING TRADE STRATEGY,1.66,-2.81,70.03,,,,,
16th Sep'26 3:29:00,GLENMARK,2410.0,,-2.44,53.07,2426.81,RSI 5 SWING TRADE STRATEGY,1.61,-2.82,60.82,,,,,
16th Sep'26 3:29:00,UFLEX,645.45,,0.062,57.67,666.6,RSI 5 SWING TRADE STRATEGY,1.47,-0.562,72.43,,,,,
16th Sep'26 3:29:00,HNDFDS,606.45,,-5.85,46.67,615.74,RSI 5 SWING TRADE STRATEGY,1.39,-7.86,60.94,,,,,
16th Sep'26 3:29:00,GLAXO,2856.2,,-4.67,50.51,2884.84,RSI 5 SWING TRADE STRATEGY,1.32,-6.36,60.31,,,,,
16th Sep'26 3:29:00,SUDARSCHEM,1198.7,,-3.39,51.22,1230.94,RSI 5 SWING TRADE STRATEGY,1.31,-5.38,62.52,,,,,
16th Sep'26 3:29:00,HARSHA,430.0,,-5.22,45.58,447.11,RSI 5 SWING TRADE STRATEGY,1.25,-5.68,54.83,,,,,
16th Sep'26 3:29:00,ROLEXRINGS,168.53,,-5.68,46.84,172.24,RSI 5 SWING TRADE STRATEGY,1.24,-6.68,58.72,,,,,
16th Sep'26 3:29:00,DIVGIITTS,1119.7,,-11.75,45.03,1167.03,RSI 5 SWING TRADE STRATEGY,1.21,-5.65,60.42,,,,,
16th Sep'26 3:29:00,MCX,3211.2,,-2.78,53.01,3282.29,RSI 5 SWING TRADE STRATEGY,1.19,-5.55,63.87,,,,,
16th Sep'26 3:29:00,SURAKSHA,326.8,,-4.11,57.04,331.07,RSI 5 SWING TRADE STRATEGY,1.16,-3.47,62.82,,,,,
16th Sep'26 3:29:00,MARKSANS,316.45,,-1.85,50.27,327.12,RSI 5 SWING TRADE STRATEGY,1.15,-1.6,67.7,,,,,
16th Sep'26 3:29:00,BLSE,313.55,,-4.32,50.69,316.9,RSI 5 SWING TRADE STRATEGY,1.11,-4.38,75.82,,,,,
16th Sep'26 3:29:00,IPCALAB,1950.7,,-1.86,58.31,1959.71,RSI 5 SWING TRADE STRATEGY,0.947,-1.23,67.3,,,,,
16th Sep'26 3:29:00,VRLLOG,286.05,,-4.6,48.28,289.91,RSI 5 SWING TRADE STRATEGY,0.864,-5.64,59.12,,,,,
16th Sep'26 3:29:00,DCMNVL,174.05,,-8.24,48.16,178.25,RSI 5 SWING TRADE STRATEGY,0.84,-9.23,57.67,,,,,
16th Sep'26 3:29:00,HITECHCORP,330.5,,-2.12,49.37,333.49,RSI 5 SWING TRADE STRATEGY,0.793,-1.23,77.32,,,,,
16th Sep'26 3:29:00,HYUNDAI,2155.0,,-1.14,46.74,2186.43,RSI 5 SWING TRADE STRATEGY,0.701,-2.27,55.51,,,,,
16th Sep'26 3:29:00,JUBLCPL,2096.4,,-5.65,47.21,2147.91,RSI 5 SWING TRADE STRATEGY,0.692,-9.46,52.7,,,,,
16th Sep'26 3:29:00,AGARWALEYE,505.0,,-0.727,48.57,511.19,RSI 5 SWING TRADE STRATEGY,0.588,-1.6,55.93,,,,,
16th Sep'26 3:29:00,VINCOFE,167.27,,-5.42,49.72,173.92,RSI 5 SWING TRADE STRATEGY,0.438,-9.96,57.98,,,,,
16th Sep'26 3:29:00,DIFFNKG,428.7,,-10.22,49.47,445.92,RSI 5 SWING TRADE STRATEGY,0.339,-11.7,58.97,,,,,
16th Sep'26 3:29:00,MSTCLTD,703.55,,-3.56,49.24,742.92,RSI 5 SWING TRADE STRATEGY,0.335,-6.33,61.93,,,,,
16th Sep'26 3:29:00,THELEELA,524.2,,-8.89,45.32,539.33,RSI 5 SWING TRADE STRATEGY,0.335,-8.1,59.82,,,,,
16th Sep'26 3:29:00,AEGISLOG,,,,,,Turtle strategy,,,,largecap,4.36,58.03,76.58,services
16th Sep'26 3:29:00,SSWL,,,,,,Turtle strategy,,,,midcap,3.26,58.0,68.8,auto
16th Sep'26 3:29:00,KANPRPLA,,,,,,Turtle strategy,,,,smallcap,8.07,57.32,68.46,industrials
16th Sep'26 3:29:00,VARROC,,,,,,Turtle strategy,,,,midcap,1.81,57.26,69.46,auto
16th Sep'26 3:29:00,ANANDRATHI,,,,,,Turtle strategy,,,,largecap,1.02,57.16,80.42,financials
16th Sep'26 3:29:00,CHEMBONDCH,,,,,,Turtle strategy,,,,smallcap,2.27,56.85,64.13,chemicals
16th Sep'26 3:29:00,IOLCP,,,,,,Turtle strategy,,,,midcap,8.38,55.57,78.12,healthcare
16th Sep'26 3:29:00,SANSERA,,,,,,Turtle strategy,,,,largecap,2.57,55.52,83.3,auto
16th Sep'26 3:29:00,WELCORP,,,,,,Turtle strategy,,,,largecap,0.464,55.3,87.41,industrials
16th Sep'26 3:29:00,QPOWER,,,,,,Turtle strategy,,,,midcap,5.0,55.13,68.01,industrials
