Date,Symbol,Price,% change,Roc 10days,Rsi 14,Scanner_Source,D change,M change,Rsi weekly,Mcap,Change,Dpower,Mpower,Sector
20th Aug'26 3:29:00,ARMANFIN,,,-2.87,54.66,RSI 5 SWING TRADE STRATEGY,2.15,1.65,63.02,,,,,
20th Aug'26 3:29:00,JUBLINGREA,,,-4.83,48.16,RSI 5 SWING TRADE STRATEGY,1.69,-2.08,55.54,,,,,
20th Aug'26 3:29:00,INDIANHUME,,,-5.02,46.76,RSI 5 SWING TRADE STRATEGY,1.42,-5.73,54.27,,,,,
20th Aug'26 3:29:00,CHOICEIN,,,-2.82,52.39,RSI 5 SWING TRADE STRATEGY,1.16,-1.61,58.17,,,,,
20th Aug'26 3:29:00,CIPLA,,,-2.64,47.92,RSI 5 SWING TRADE STRATEGY,1.13,-2.39,54.6,,,,,
20th Aug'26 3:29:00,EXIDEIND,,,-2.14,54.91,RSI 5 SWING TRADE STRATEGY,1.0,3.18,68.1,,,,,
20th Aug'26 3:29:00,PLASTIBLEN,,,-4.33,47.12,RSI 5 SWING TRADE STRATEGY,0.962,1.5,58.37,,,,,
20th Aug'26 3:29:00,MAHLIFE,,,-2.38,47.4,RSI 5 SWING TRADE STRATEGY,0.937,-3.93,55.71,,,,,
20th Aug'26 3:29:00,NURECA,,,-5.65,52.02,RSI 5 SWING TRADE STRATEGY,0.789,-7.01,58.97,,,,,
20th Aug'26 3:29:00,KOTHARIPET,,,-10.19,45.18,RSI 5 SWING TRADE STRATEGY,0.682,-3.98,52.29,,,,,
20th Aug'26 3:29:00,ABB,,,-3.31,50.44,RSI 5 SWING TRADE STRATEGY,0.659,2.67,60.12,,,,,
20th Aug'26 3:29:00,VENKEYS,,,-3.39,48.96,RSI 5 SWING TRADE STRATEGY,0.652,0.84,52.97,,,,,
20th Aug'26 3:29:00,ARIHANT,,,-8.4,51.96,RSI 5 SWING TRADE STRATEGY,0.573,-9.39,72.71,,,,,
20th Aug'26 3:29:00,TANLA,,,-5.93,45.91,RSI 5 SWING TRADE STRATEGY,0.28,-2.34,56.04,,,,,
20th Aug'26 3:20:00,INDOBORAX,,,,,Turtle strategy,,,,smallcap,14.82,67.47,78.78,chemicals
20th Aug'26 3:20:00,SUVEN,,,,,Turtle strategy,,,,smallcap,12.34,66.1,75.09,healthcare
20th Aug'26 3:20:00,MANGLMCEM,,,,,Turtle strategy,,,,smallcap,9.73,64.13,60.61,building materials
20th Aug'26 3:20:00,RBLBANK,,,,,Turtle strategy,,,,largecap,2.83,62.58,71.2,bank
20th Aug'26 3:20:00,CARTRADE,,,,,Turtle strategy,,,,midcap,4.01,60.05,65.73,consumer discretionary
20th Aug'26 3:20:00,TMB,,,,,Turtle strategy,,,,midcap,3.68,58.93,74.9,bank
20th Aug'26 3:20:00,LUMAXIND,,,,,Turtle strategy,,,,midcap,3.18,58.83,64.81,auto
20th Aug'26 3:20:00,WABAG,,,,,Turtle strategy,,,,midcap,4.08,58.31,68.14,realty
20th Aug'26 3:20:00,BEPL,,,,,Turtle strategy,,,,smallcap,3.51,57.77,60.04,energy
20th Aug'26 3:20:00,IOLCP,,,,,Turtle strategy,,,,smallcap,4.35,56.81,73.53,healthcare
20th Aug'26 3:20:00,CHOLAFIN,,,,,Turtle strategy,,,,largecap,0.822,56.5,63.22,financials
20th Aug'26 3:20:00,SPORTKING,,,,,Turtle strategy,,,,smallcap,1.3,55.84,77.43,textiles
20th Aug'26 3:20:00,JINDALSAW,,,,,Turtle strategy,,,,midcap,0.391,55.28,60.55,industrials
20th Aug'26 3:20:00,RPTECH,,,,,Turtle strategy,,,,midcap,2.14,55.23,83.32,i.t
20th Aug'26 3:20:00,BAJFINANCE,,,,,Turtle strategy,,,,largecap,1.37,55.07,61.04,financials
